,Polarity,Tweet,Tweet_final_sent_lexicons
215349,0,@TWCWeekends  Good evenin Steph and Kim!  hope yall are havin a good evening ... even though you guys are workin on the weekends  bummer!,MENTION good evenin steph kim hope yall havin good evening even though guys workin weekends bummer POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
72944,1,@B_Lina04: I'm tired and I have a tiny headache : / but Ill be good. Getting ready to play some ball ,MENTION tired tiny headache ill good getting ready play ball POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
304274,0,nite peeps. ptc headache is blasting me. anyone have a good remedy for leg cramps that come at night? i paced the floor last night  yuk!,nite peeps ptc headache blasting anyone good remedy leg cramps WEBSITE night paced flaaughr last night yuk POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
486544,1,@Vampire_Vicky thatÃÂ´s good iÃÂ´m fine  do you like my new picture??,MENTION good fine like new picture POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
384754,1,"@John_Hinds  That sounds like a really good book, but I'm not ready to know where my food has been - not yet.  http://tinyurl.com/na9uzq",MENTION sounds like really good book not NEG_ready NEG_to know food not yet URL POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
270420,0,@Anime81 OOC That's an awesome good night! ::laughs:: And I'm down to 98 followers again.  Maybe tomorrow. Night baby! xoxo,MENTION awesome good night laughs followers maybe tomorrow night baby xoxo POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
235625,1,"@HighStyleClt Sometimes, its ok not to be productive.  You deserve a good chillax moment too!",MENTION sometimes ok not NEG_to NEG_be productive deserve good chillax moment POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
339187,1,so now iÃ¯Â¿Â½m going to bed and sleep   good night^^,going bed sleep good night POSITIVE POSITIVE POSITIVE POSITIVE
135475,1,ooh good luck in ur exam  @comedyqueen,good luck ur exam MENTION POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
672476,1,Amazing weekend so far... taking Benjamin Franklin's advice is always a good thing. ,amazing weekend far taking benjamin franklin advice always good thing POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
62975,1,"What an amazing night... the perfect night with the perfect girl.  Wolverine was also good, Two thumbs up...",amazing night perfect night perfect girl wolverine also good two thumbs POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
8486,0,"@vanntan opps hahaha i made a mistake hehehe! but yeh, when school starts it's hell  blah goodnight!",MENTION opps laaugh made mistake hehehe yeh school starts hell blah goodnight POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
345001,1,@GeekMommy Yeah...for sure. I hope at least you got to sleep this one off. Have a good night! ,MENTION yeah sure hope least got sleep one good night POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
265202,0,Feels really bad he flaked on @lmf666 and her friend in town. Long day  I was still pretty inconsiderate to a good friend though.,feels really bad flaked MENTION friend town long still pretty inconsiderate good friend though POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
495223,1,Heading to Downtown Alliance offices to talk about Marketing with the Business owners. Strategy Planning is a good thing. ,heading downtown alliance offices talk marketing business owners strategy planning good thing POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
174054,0,is not having a good day... I havent had a good week forreal!! ,not NEG_having NEG_good not good week forreal POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
73526,1,@Maurice_Garland good morning mister garland ,MENTION good morning mister garland POSITIVE POSITIVE
215572,1,But I'm still expecting that good ok sunshine today  just bc it's beautiful...,still expecting good ok sunshine today bc beautiful POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
354759,0,@thelengend lol ok aww my twin bored! i miss my ex  lol and today was good tonight should be great!! lol,MENTION laugh ok aww twin bored miss ex laugh today good tonight great laugh POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
102898,0,@iamkatelynn That would be GREAT ;) I so crave a good party...*sniff* and all my friends have to work tomorrow ,MENTION would great EMOJI crave good party sniff friends work tomorrow POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
558046,1,@RachelKatz Indeed. I left with 4 new personal clients! A good day! ,MENTION indeed left new personal clients good POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
687523,0,MORNING. there is nothing good on tv  well there is FÃÂRET SHAUN (the sheep shaun!) haha aweosme....!(Y),morning nothing good tv well ret shaun sheep shaun laaugh aweosme POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
506587,1,"wow, just two Long Islands and I am feeling really good ",wow two long islands feeling really good POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
714226,1,"@angeliotum Good luck (and good look, they're not always easy to see) ",MENTION good luck good laaughk not NEG_always NEG_easy see POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
666765,1,"@AngryBritain Thanks   How have you been? I saw you getting angry earlier... good sign that, easing yourself back in before #moanmonday",MENTION thanks saw getting angry earlier good sign easing back HASHTAG moanmonday POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
582010,1,"@gregashley it was surprisingly really, really good. Especially with strawberry syrup ",MENTION surprisingly really really good especially strawberry syrup POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
723757,0,I ate cake and then my vodka wasnt good anymore. ,ate cake vodka wasnt good anymore POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
687209,0,Woken up with a cold!!! Anyone suggest a good remedy?? #ill ,woken cold anyone suggest good remedy HASHTAG ill POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
311093,1,@cocolee117 me  n alice in Osaka now.  everything is cool here.  see u n good night!  xoxoxo  luv u  ,MENTION alice osaka everything cool see good night xoxoxo love POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
526506,1,@__Anthony Always good to have a spot of brain storming ,MENTION always good spot brain storming POSITIVE POSITIVE POSITIVE POSITIVE
535115,1,"@AraGuerra I gave up caffeine about 2 years ago..make it through the 1st week, and you'll be good. ",MENTION gave caffeine years ago make st week good POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
66791,1,2 hours of jogging ... cant feel my legs ... but dam i feel good ,hours jogging not NEG_feel NEG_my legs dam feel good POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
44894,1,"@stackiii I'm good, how are you? I would've DMed but you have to be following me in order for me to message you ",MENTION good would dmed following order message POSITIVE POSITIVE POSITIVE POSITIVE
222427,1,@jimmyfallon good one!!  Wishin you a great friday! Hopin you are feeling better than you were yesterday! God bless!!,MENTION good one wishin great friday hopin feeling better yesterday god bless POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
113003,1,"Happy Mother's day! Going to cook something, thank goodness there's tablespotting ",happy mother going cook something thank goodness tablespotting POSITIVE POSITIVE POSITIVE POSITIVE
165974,0,Finished Breaking Dawn last night. I managed to finish those 800 pages in 3 days. It was so good! I'm sad that I'm done w/ Twilight Saga ,finished breaking dawn last night managed finish pages days good sad done twilight saga POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
328014,0,and I'm not in a good mood cause I have no phone ,not NEG_in NEG_good mood cause not phone NEGATIVE NEGATIVE NEGATIVE NEGATIVE
88965,1,Oh and p.s. Good morn world  and good morn bff who we wake up everyday w/ our meaningless chatter lol,oh ps good morning world good morning bff wake everyday meaningless chatter laugh POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
629545,1,@xbrittany im good  i knw we havent run into each other we have to fix that &amp; demi concert coming soon are you going?,MENTION good knw not NEG_run NEG_into fix demi WEBSITE ing soon going POSITIVE NEGATIVE POSITIVE NEGATIVE
634598,0,@chrisluvssixxam pretty good here.  been so busy getting ready for the party. really haven't been on here much ,MENTION pretty good busy getting ready party really not NEG_been NEG_on much POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
314382,1,.@BecaBear haha!! oh good idea!! what's half way??  #NoUndiesSunday,MENTION laaugh oh good idea half way HASHTAG noundiessunday POSITIVE POSITIVE POSITIVE POSITIVE
637855,0,I ate Denny's and it made my tummy hurt  Not to mention they messed up my order...but izz all good!,ate denny made tummy hurt not NEG_to NEG_mention messed order izz good POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
370947,1,good morning.  Heading out shortly to a drive-through animal park. ,good morning heading shortly drivethrough animal park POSITIVE POSITIVE POSITIVE POSITIVE
687218,0,Ahh! I wish I hadn't had McDonalds yesterday... its not good for the skin ,ahh wish not NEG_had NEG_mcdonalds yesterday not good skin POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
184809,1,r @dagda1 @chriscanal Working on #horn at the weekend was good fun. I think we're within sniffing distance of a tech preview release ,MENTION MENTION working HASHTAG horn weekend good fun think within sniffing distance tech preview release POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
571425,0,@AL_AL_AL Aw man that sounds so good!  I went to Newquay last year and I so want to do it again  Maybe just a long weekend this year ,MENTION aw man sounds good went newquay last year want maybe long weekend year POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
200707,1,@MrShaunSheep good morning! ,MENTION good morning POSITIVE POSITIVE
361985,1,@fredharrison Film debut!!! Sounds brilliant! Hope the shoot goes wel &amp; you have an exciting &amp; happy day &amp; lots of goodies to eat ,MENTION film debut sounds brilliant hope shoot goes wel exciting happy lots goodies eat POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
109307,1,@iPhoneAppAttack I thought it was pretty good! I'm not a die hard Trekkie either. ,MENTION thought pretty good not NEG_die NEG_hard trekkie either POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
476918,0,"my heart is broken   all i want is crying .but crying wont get u back ,i know its our last goodbye but i wish 2 see u when the time comes",heart broken want crying crying notget back know last goodbye wish see WEBSITE es POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
575121,1,@TheCrewTV Gonna watch your vids now. Just found ya   And Hammer dance is always good.. Can't touch this!,MENTION gonna watch vids found hammer dance always good ca not NEG_touch NEG_this POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
676605,0,@jorgieperez dont go to sleep angry  not good for you,MENTION not NEG_go NEG_to sleep angry not good POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
611665,1,"Garlic Naan, garlic &amp; olive oil hummus and a cuppa dark roast coffee.  Life is good...  And aromatic!  ",garlic naan garlic olive oil hummus cuppa dark roast coffee life good aromatic POSITIVE POSITIVE POSITIVE POSITIVE
647190,0,"Mixing long waiting times, crouded spaces, children and their parents with no patience is not a good idea ",mixing long waiting times crouded spaces children parents not NEG_patience NEG_is not good idea POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
398944,0,@helen_d_ YUM! It's hard to find good alt and vinegar chips here ,MENTION yum hard find good alt vinegar chips POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
514633,1,"UP in 3D was so good ! time to buy the dvd ! oh yeah, happy 5th ",good time buy dvd oh yeah happy th POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
292736,0,"Awesome!  Congrats!!!  When I first saw the title, I though you were talking about quitting Tagfoot for good   I wo... http://bit.ly/2hPSP",awesome congrats first saw title though talking quitting tagfoot good wo URL POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
314949,0,grrr seems to be buzzword today. not working. and things are not looking good car wise - no local garage has a nemo we could look at ,grr seems buzzword today not NEG_working NEG_and things not laaughking good car wise not local garage nemo could laaughk POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
438962,0,"good boyfriend duties, helped clean @laurenaw's car on my last day of holiday. better check emails this evening ",good boyfriend duties helped clean MENTION car last holiday better check emails evening POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
61041,1,@Kaysonified u make a good point ,MENTION make good point POSITIVE POSITIVE
703448,1,@itsgenesis thanks ma  a new chapter indeed! Love you so good to see you!,MENTION thanks new chapter indeed love good see POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
585858,0,@nettie_b I am lost. Please help me find a good home. ,MENTION lost please help find good home POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
167751,1,@HolleyMonelle very good! savor the flavor of El Puerto. Dont be a piggy ,MENTION good savor flavor el puerto not NEG_be NEG_piggy POSITIVE NEGATIVE POSITIVE NEGATIVE
557080,0,"@speedyian Rain eh? Great, that's something else to look forward to  Tell me some good news!",MENTION rain eh great something else laaughk forward tell good news POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
393235,1,"A 9th grade (LOSER) guy is trying to make me forgive him. He's a, BITCH.    I enjoy other peoples pain. I don't think that's good :O jkjk!",th grade loser guy trying make forgive bitch enjoy peoples pain not NEG_think NEG_that good EMOJI jkjk POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
401322,1,"good luck in the red carpet, I really love you Kellan ",good luck red carpet really love kellan POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
201284,0,@Carin_J good deal. Right now it is cloudy in the fort  http://myloc.me/25kf,MENTION good deal right cloudy fort URL POSITIVE NEGATIVE POSITIVE NEGATIVE
270705,0,"@MissShimry well, its not good at all  i have a blody exam after 2 hours and i just woke up   ",MENTION well not NEG_good NEG_at blody exam hours woke POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
442369,1,waiting to go swimming this evening. good times! beats going running any day in this heat ,waiting swimming evening good times beats going running heat POSITIVE NEGATIVE POSITIVE NEGATIVE
773894,1,Finished sewing my hoodie and now I'm smokin'.  Tonight is good. ,finished sewing hoodie smokin tonight good POSITIVE POSITIVE POSITIVE POSITIVE
555431,0,"Takens a good movie, now.. Vchat.  I miss that MacBook ",takens good movie vchat miss macbook POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
353569,1,"It was a good day, tomorrow yoga ",good tomorrow yoga POSITIVE POSITIVE
657693,0,Ok. I'm not good at ratios. ,ok not NEG_good NEG_at ratios NEGATIVE NEGATIVE
334314,0,@tarushikha awwwwwwww i miss inox at pune   theatres here aint tht good,MENTION WEBSITE miss inox pune theatres aint tht good POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
66374,0,not feeling real good... I may have to call it a night... after I finish my homework ,not NEG_feeling NEG_real good may call night finish homework POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
81258,0,thinks the movie made her dizzy and sick...I don't feel good   #fb,thinks movie made dizzy sick not NEG_feel NEG_good HASHTAG fb POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
163763,1,@gjhead it was good to see you and @vlh at the #twootenany last night ,MENTION good see MENTION HASHTAG twootenany last night POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
227379,1,"Getting ready 2 call it a night. Today was very emotional and needed a call to action,thus the update barrage  have a good night friends!",getting ready call night today emotional needed call actionthus update barrage good night friends POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
749357,1,both those shots were emo..  but im heppy not emoo. just sick sadlyy.. wells at panaraaa! yumm its good food here.,shots emo heppy not NEG_emoo NEG_just sick sadlyy wells panaraa yumm good food POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
410533,1,@m0rb1dk1w1 glad to hear it.  hope ur good fortune continues into...latter today rofl,MENTION glad hear hope ur good fortune continues latter today rofl POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
266490,1,Wished I could sing that good. I have to sing in the shower so that no one can hear me sing off KEY  ,wished could sing good sing shower not NEG_one NEG_can hear sing key POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
69973,0,@Sildar22 moin dar!aaaaa ... what's up??? why are you feeling lost?  wish you a good start into the new week!!!,MENTION moin daraa feeling lost wish good start new week POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
286364,1,Ya know i knew i was a good dancer but apparently i can ballroom dance too!!  awesome!!,know knew good dancer apparently ballroom dance awesome POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
400498,1,@redneckmommy You got a good Sunday night going there! ,MENTION got good sunday night going POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
244264,0,@LanceGross I'm praying really hard right now that thez pics are really good Adobe Photoshop ,MENTION praying really hard right thez pics really good adobe photoshop POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
72988,0,"@Taddy69 Morning, I'm good thanks! Going to do a bit of housework shortly  The kitchen is a tip!",MENTION morning good thanks going bit housework shortly kitchen tip POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
99068,1,RAWR I can Twitt... That doens't sound that good ,rawr twitt doens sound good POSITIVE POSITIVE
361231,1,@mattschiavello good day in the garden.  bed you are looking forward to the stawberries  hope you are well,MENTION good garden bed laaughking forward stawberries hope well POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
523827,1,Feeling good its been a productive week so far. ,feeling good productive week far POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
293101,1,@hecate_is_back  Pretty good. I corrected my practice exam today and it said that the full marks went to textbook answers.,MENTION pretty good corrected practice exam today said full marks went textbook answers POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
185421,1,just made some awesome cheese on toast... who knew it tastes so good with worcester sauce?! ,made awesome cheese toast knew tastes good worcester sauce POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
605741,1,@CoasterCOG Nice! Thanks for the update  Sounds like a good time.,MENTION nice thanks update sounds like good time POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
614532,1,@mariqueen Congrats!!  Always a good feeling.  I've been there myself 10 years ago. ,MENTION congrats always good feeling years ago POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
664640,1,I go eat... For this day really goodby guys... I love U  www.miley-is-smiley.blog.cz !! Read IT!!,eat really goodby guys love WEBSITE read POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
200620,1,Hello  feeling sooo good ,hello feeling soo good POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
59906,1,"Today was a good day   3rd &amp;&amp; 4th tiny triumphs (&lt;3), nine month-iversary with Memo, &amp;&amp; GTP performance. I'm feelin hot todayy ",today good rd th tiny triumphs lt nine monthiversary memo gtp performance feelin hot todayy POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
375905,1,i wonder if @goteebk and LeBron's breakfast tastes ass good as mine...damn the pancakes is on point! ,wonder MENTION lebron breakfast tastes ass good mine damn pancakes point POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
419995,0,"you have no idea how good those dang sun lamps feel for joint pain.  tan is just a side effect, but then so is melanoma ",not NEG_idea NEG_how good dang sun lamps feel joint pain tan side effect melanoma POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
232956,1,"@tshirtdart It's nice just to see a pool in the deck again. If you're putting a pool in again, letting winter do your compacting is good. ",MENTION nice see pool deck putting pool letting winter WEBSITE pacting good POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
203715,1,@lyn_sea this one would be good late night watching as well. You'll have to review it once it's in the uk ,MENTION one would good late night watching well review uk POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
421464,0,I have nothing good/happy/productive to tweet about.  Still sick.,nothing goodhappyproductive still sick NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
313226,1,"Omg, Jessica made sweet rolls. I freaking love living here. I'm about to cook some eggs and bacon. Hello to a good morning. ",omg jessica made sweet rolls freaking love living cook eggs bacon hello good morning POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
600271,0,Being impulsive @ Mkt = not good ,impulsive mkt not NEG_good NEGATIVE NEGATIVE
449860,1,yes! nagising rin ng maaga! good morning universe! ,yes nagising rin ng maaga good morning universe POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
595947,1,"says the life of the body is the soul and the life of the soul is God.  good evening everyone, i hope all o... http://plurk.com/p/yv9ps",says life body soul life soul god good evening everyone hope URL POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
232952,1,@mitchelmusso hi ...  God i can' get HEY out of my head !!!!!! Hahaha it is soooo good !! U rock !! Hi from puerto rico !!! ,MENTION hi god hey head laaugh soo good rock hi puerto rico POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
754107,1,@lexiibettinger i'm actually pretty good.  uhh 2day was the official last day of skool 4 me lol hbu?,MENTION actually pretty good uhh official last skool laugh hbu POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
463326,1,"Cuddlin' with my lil fur ball, driftin off to sleep...goodnight all ",cuddlin lil fur ball driftin sleep goodnight POSITIVE POSITIVE
761041,0,Have a feeling my macs hard drive is starting to fail.  Getting random freeze ups which is not good.  Hardware troubles everywhere ,feeling macs hard drive starting fail getting random freeze ups not NEG_good NEG_hardware troubles everywhere POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
501049,0,"@back2goodgirl so far your lasagna looks pretty okay...grant says that if it tastes bad, at least I still have my good looks ",MENTION far lasagna laaughks pretty okay grant says tastes bad least still good laaughks POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
605495,0,oh good. i just cooked myself a pizza and then dropped it face down on the kitchen floor  ,oh good cooked pizza dropped face kitchen flaaughr POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
12018,1,@suziperry here's a question - can I be in your entourage/posse/hangers on for donnington motogp?? Please. I'll be good ,MENTION question entouragepossehangers donnington motogp please good POSITIVE POSITIVE POSITIVE POSITIVE
797839,0,"Wimbledon app however is pretty good (needs wifi), Maria Sharapova is out though ",wimbledon app however pretty good needs wifi maria sharapova though POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
647997,0,My friend Maegan Aguilar is not having a good time.   http://bit.ly/ne4cV #marcabaya #maeganaguilar,friend maegan aguilar not NEG_having NEG_good time URL HASHTAG marcabaya HASHTAG maeganaguilar POSITIVE NEGATIVE POSITIVE NEGATIVE
714140,1,"At Royston. Was stuck at petrol pumps behind a German chap, aged approx 104, who couldn't work out the pumps. Bless... Have a good day ",royston stuck petrol pumps behind german chap aged approx could not NEG_work NEG_out pumps bless good POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
530422,0,"Ate a Luna breakfast bar yesterday before I knew it wasn't gluten-free! Crap. It was good and the kids liked it, too. ",ate luna breakfast bar yesterday knew not NEG_glutenfree NEG_crap good kids liked POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
689711,0,thinks Yellow Cab's &quot;Dear Darla&quot; is good but it's still nothing compared to C's panizza  http://plurk.com/p/12f1hy,thinks yellow cab EMOJI ear darla good still WEBSITE pared panizza URL POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
430531,1,@Bikermomma Good morning hope your coffee is good and your day is even better! ,MENTION good morning hope coffee good even better POSITIVE POSITIVE POSITIVE POSITIVE
